"x";"y";"srid","name";"place";"population"
14803138;-2722795;3857;"Serpentine Gorge";"village";-1
14790993;-2721001;3857;"Ochre Pits";"village";-1
14857829;-2718855;3857;"Standley Chasm";"village";-1
14775062;-2708061;3857;"Ormiston Gorge";"village";-1
15305891;-4118934;3857;"Port Rickaby";"village";-1
14885598;-2713689;3857;"Simpsons Gap";"village";-1
14646977;-2784132;3857;"Kings Canyon";"village";-1
16937894;-3850562;3857;"Tea Gardens";"village";-1
15302069;-4140623;3857;"Port Minlacowie";"village";-1
16669276;-3800192;3857;"Ulan";"village";-1
15775315;-4615194;3857;"Narrawong";"village";-1
17036803;-3563467;3857;"Mylestom";"village";-1
16161516;-4532342;3857;"Wattle Glen";"village";-1
16996754;-3535510;3857;"Paddys Plain";"village";-1
16091071;-2582797;3857;"Muttaburra";"village";-1
15330083;-4122756;3857;"Curramulka";"village";-1
16391666;-4277713;3857;"Woomargama";"village";-1
16924567;-3859881;3857;"Lemon Tree Passage";"village";-1
16996528;-3540996;3857;"North Dorrigo";"village";-1
16372426;-5061425;3857;"Dilston";"village";-1
17012293;-3148026;3857;"Dayboro";"village";-1
15976035;-4477427;3857;"Lexton";"village";-1
15331727;-4169746;3857;"Coobowie";"village";-1
16852596;-3601728;3857;"Kentucky";"village";-1
15445001;-4158010;3857;"Uraidla";"village";-1
16658780;-4165781;3857;"Lake Bathurst";"village";-1
16508804;-3921659;3857;"Cookamidgera";"village";-1
16662634;-4139287;3857;"Tirrannaville";"village";-1
16822787;-3566656;3857;"Kingstown";"village";-1
15696757;-4586101;3857;"Nelson";"village";-1
15361442;-4067282;3857;"Price";"village";-1
16051900;-4382133;3857;"Sebastian";"village";-1
16564957;-3951611;3857;"Cargo";"village";-1
16052827;-4374203;3857;"Raywood";"village";-1
16616214;-4134447;3857;"Gunning";"village";-1
16641055;-4135753;3857;"Breadalbane";"village";-1
16300807;-4362583;3857;"Milawa";"village";-1
16634725;-4152110;3857;"Collector";"village";-1
16379761;-4436818;3857;"Hotham";"village";-1
16694454;-4070297;3857;"Wombeyan Caves";"village";-1
16055787;-4351720;3857;"Dingee";"village";-1
17094744;-3298088;3857;"Pottsville";"village";-1
17033861;-3343653;3857;"Backmede";"village";-1
16390802;-4442268;3857;"Dinner Plain";"village";-1
15814200;-4051190;3857;"Merbein";"village";-1
16930472;-3865862;3857;"Anna Bay";"village";-1
17058450;-3381528;3857;"Bora Ridge";"village";-1
17031138;-3609515;3857;"Stuarts Point";"village";-1
17095307;-3287340;3857;"Casuarina Beach";"village";-1
17096134;-3283941;3857;"Salt";"village";-1
17028072;-3081139;3857;"Woombye";"village";-1
16055898;-4341785;3857;"Prairie";"village";-1
15454400;-4153057;3857;"Lenswood";"village";-1
16939488;-3861596;3857;"Fingal Bay";"village";-1
17054455;-3388061;3857;"Bungawalbin";"village";-1
15504815;-4117082;3857;"Cambrai";"village";-1
17040517;-3075652;3857;"Pacific Paradise";"village";-1
17036106;-3075815;3857;"Bli Bli";"village";-1
16870204;-3907987;3857;"Balcolyn";"village";-1
16847210;-3874084;3857;"West Cessnock";"village";-1
16317378;-4245165;3857;"Rand";"village";-1
17058908;-3369072;3857;"Codrington";"village";-1
17096942;-3352121;3857;"North Creek";"village";-1
16694962;-3868538;3857;"Rylstone";"village";-1
17034536;-3559914;3857;"Repton";"village";-1
17025760;-3378722;3857;"Coombell";"village";-1
15364690;-4058568;3857;"Port Clinton";"village";-1
16355795;-5336920;3857;"Geeveston";"village";-1
16529902;-2407661;3857;"Eungella";"village";-1
16555006;-2409586;3857;"Pinnacle";"village";-1
17041282;-3379677;3857;"Ellangowan";"village";-1
17007401;-3558336;3857;"Thora";"village";-1
16365864;-5359924;3857;"Dover";"village";-1
16545663;-2408842;3857;"Finch Hatton";"village";-1
16846360;-3875112;3857;"Bellbird Heights";"village";-1
17044993;-3362712;3857;"Greenridge";"village";-1
16507405;-5179755;3857;"Coles Bay";"village";-1
16784296;-4116200;3857;"Jamberoo";"village";-1
16504468;-5079877;3857;"Scamander";"village";-1
15783058;-4610223;3857;"Tyrendarra";"village";-1
17011597;-3364832;3857;"Hogarth Range";"village";-1
15955924;-4489633;3857;"Raglan";"village";-1
16181985;-4653361;3857;"San Remo";"village";-1
17028612;-3554715;3857;"Valery";"village";-1
17032006;-3369072;3857;"Leeville";"village";-1
16981702;-3184001;3857;"Tarampa";"village";-1
16906890;-3342391;3857;"Glen Aplin";"village";-1
16780118;-4045969;3857;"Menangle";"village";-1
17073718;-3222519;3857;"Calypso Bay";"village";-1
16440235;-2258762;3857;"Gumlu";"village";-1
16458293;-2264055;3857;"Guthalungra";"village";-1
15335281;-4166936;3857;"Port Giles";"village";-1
17043138;-3350003;3857;"Naughtons Gap";"village";-1
17020874;-3356356;3857;"Piora";"village";-1
15893522;-4107497;3857;"Robinvale";"village";-1
17026551;-3386513;3857;"Rappville";"village";-1
17020874;-3567768;3857;"Brierfield";"village";-1
15879767;-4559588;3857;"Chatsworth";"village";-1
15959378;-4535148;3857;"Skipton";"village";-1
16653520;-4003988;3857;"Mount David";"village";-1
16700239;-4004835;3857;"Jenolan Caves";"village";-1
15657091;-4063361;3857;"Lyrup";"village";-1
16712953;-4313907;3857;"Potato Point";"village";-1
16703328;-4313112;3857;"Bodalla";"village";-1
16709857;-4259757;3857;"Runnyford";"village";-1
16072609;-4465507;3857;"Malmsbury";"village";-1
16068820;-4458424;3857;"Taradale";"village";-1
17076534;-3377555;3857;"Rileys Hill";"village";-1
16875688;-3902640;3857;"Fishing Point";"village";-1
17036357;-3617823;3857;"South West Rocks";"village";-1
16224709;-4510402;3857;"Marysville";"village";-1
16566047;-4132311;3857;"Bowning";"village";-1
16155054;-4532876;3857;"Plenty";"village";-1
16451289;-4030816;3857;"Quandialla";"village";-1
17065402;-3383922;3857;"Swan Bay";"village";-1
16226421;-4628001;3857;"Poowong";"village";-1
17046848;-3360593;3857;"Tomki";"village";-1
15868333;-4528220;3857;"Glenthompson";"village";-1
16649467;-3987370;3857;"Rockley";"village";-1
16168078;-4528899;3857;"Panton Hill";"village";-1
16052618;-4452386;3857;"Campbells Creek";"village";-1
16089317;-4441938;3857;"Redesdale";"village";-1
16857923;-3130872;3857;"Kaimkillenbun";"village";-1
15855394;-4605685;3857;"Woolsthorpe";"village";-1
16300177;-4390302;3857;"Edi";"village";-1
16279230;-4430371;3857;"Tolmie";"village";-1
16298671;-4406323;3857;"Whitfield";"village";-1
17072387;-3221392;3857;"Jacobs Well";"village";-1
16240913;-4474036;3857;"Snobs Creek";"village";-1
16789592;-4165860;3857;"Currarong";"village";-1
16116769;-4630614;3857;"Blairgowrie";"village";-1
16124945;-4631740;3857;"Tootgarook";"village";-1
16127116;-4631121;3857;"Rosebud West";"village";-1
16132840;-4629242;3857;"McCrae";"village";-1
16137461;-4626480;3857;"Dromana";"village";-1
16140206;-4624280;3857;"Safety Beach";"village";-1
16142965;-4617346;3857;"Mount Martha";"village";-1
16647431;-3960198;3857;"Perthville";"village";-1
15641329;-4128061;3857;"Alawoona";"village";-1
16162414;-4616386;3857;"Tyabb";"village";-1
16161154;-4611010;3857;"Somerville";"village";-1
16158843;-4607014;3857;"Baxter";"village";-1
16143421;-4646593;3857;"Flinders";"village";-1
16144268;-4633240;3857;"Red Hill";"village";-1
15608888;-4138549;3857;"Mindarie";"village";-1
15619416;-4132112;3857;"Wanbi";"village";-1
16169941;-4650547;3857;"Smith's Beach";"village";-1
15515980;-4193651;3857;"Woods Point";"village";-1
16061404;-4419177;3857;"Manduring South";"village";-1
15413015;-4231327;3857;"Inman Valley";"village";-1
16771788;-4137500;3857;"Jaspers Brush";"village";-1
16872138;-3857536;3857;"Bolwarra";"village";-1
16408647;-5131245;3857;"Cleveland";"village";-1
16772261;-4150073;3857;"Brundee";"village";-1
16616413;-3981679;3857;"Barry";"village";-1
16762984;-4161390;3857;"Falls Creek";"village";-1
17026440;-3358475;3857;"Woodview";"village";-1
16774116;-4152336;3857;"Pyree";"village";-1
16307486;-5181533;3857;"Bronte Park";"village";-1
16331210;-5160207;3857;"Miena";"village";-1
16229161;-4675457;3857;"Venus Bay 2nd Estate";"village";-1
16874797;-3169855;3857;"Jondaryan";"village";-1
16384004;-5231872;3857;"Melton Mowbray";"village";-1
16792916;-4117120;3857;"Bombo";"village";-1
16386240;-5240523;3857;"Kempton";"village";-1
15429358;-4226662;3857;"Hindmarsh Valley";"village";-1
16760829;-4176395;3857;"Basin View";"village";-1
16741599;-4233044;3857;"Bawley Point";"village";-1
16106816;-5046271;3857;"Temma";"village";-1
16757156;-4197345;3857;"Bendalong";"village";-1
15864512;-4427650;3857;"Dadswells Bridge";"village";-1
16759169;-4191840;3857;"Berrara";"village";-1
16165566;-5087931;3857;"Savage River";"village";-1
16280406;-5040132;3857;"Forth";"village";-1
16724829;-4227724;3857;"Brooman";"village";-1
15248460;-4196665;3857;"Marion Bay";"village";-1
16602298;-3976611;3857;"Carcoar";"village";-1
16746680;-4215810;3857;"Bungalow Park";"village";-1
16749134;-4146561;3857;"Burrier";"village";-1
16655771;-3880549;3857;"Pyramul";"village";-1
16618232;-4371201;3857;"Nimmitabel";"village";-1
16156278;-4528631;3857;"Yarrambat";"village";-1
14292875;-1890858;3857;"Wandarrie Hill";"village";-1
16759907;-4190796;3857;"Cudmirrah";"village";-1
16180563;-4569049;3857;"Belgrave Heights";"village";-1
16629405;-3075343;3857;"Yuleba";"village";-1
16725827;-3684323;3857;"Spring Ridge";"village";-1
16686916;-3692034;3857;"Premer";"village";-1
16727733;-4247774;3857;"East Lynne";"village";-1
16731903;-4250442;3857;"Durras North";"village";-1
15981263;-4535302;3857;"Linton";"village";-1
16302724;-4459513;3857;"Mt Buller Village";"village";-1
16747492;-4195143;3857;"Fishermans Paradise";"village";-1
14297011;-1884266;3857;"Argyle Village";"village";-1
16201472;-5127885;3857;"Rosebery";"village";-1
16596004;-3923877;3857;"March";"village";-1
16755146;-4198769;3857;"Manyana";"village";-1
16749996;-4209045;3857;"Mollymook";"village";-1
16751852;-4199952;3857;"Lake Conjola";"village";-1
16177752;-5183993;3857;"Strahan";"village";-1
16773009;-4166945;3857;"Myola";"village";-1
16807511;-3782797;3857;"Dangarfield";"village";-1
16668758;-4241235;3857;"Majors Creek";"village";-1
16594629;-3981971;3857;"Mandurama";"village";-1
16742575;-4224976;3857;"Tabourie Lake";"village";-1
16761736;-4188346;3857;"Swanhaven";"village";-1
17016295;-3128319;3857;"Wamuran";"village";-1
16178699;-5143610;3857;"Zeehan";"village";-1
16765492;-4177045;3857;"St Georges Basin";"village";-1
16203140;-5173307;3857;"Queenstown";"village";-1
16017033;-4635734;3857;"Deans Marsh";"village";-1
16735154;-4229532;3857;"Termeil";"village";-1
16590839;-3985000;3857;"Lyndhurst";"village";-1
16755562;-4174985;3857;"Wandandian";"village";-1
16769608;-4126911;3857;"Wattamolla";"village";-1
16005999;-4627254;3857;"Birregurra";"village";-1
16610565;-3990221;3857;"Neville";"village";-1
16740720;-4154599;3857;"Yalwal";"village";-1
16606979;-3954790;3857;"Millthorpe";"village";-1
16868556;-3911434;3857;"Morisset Park";"village";-1
16003758;-4646306;3857;"Barwon Downs";"village";-1
15935147;-4475648;3857;"Warrack";"village";-1
16627558;-3973195;3857;"Newbridge";"village";-1
17083751;-3277320;3857;"Bilambil";"village";-1
15892681;-4481253;3857;"Moyston";"village";-1
16751852;-4111683;3857;"Avoca";"village";-1
16753290;-4085181;3857;"Aylmerton";"village";-1
16755529;-4071171;3857;"Balmoral";"village";-1
17027267;-3148933;3857;"Narangba";"village";-1
17086058;-3275265;3857;"Bilambil Heights";"village";-1
15875155;-4465873;3857;"Pomonal";"village";-1
15865281;-4458886;3857;"Halls Gap";"village";-1
16361015;-5055661;3857;"Gravelly Beach";"village";-1
16360136;-5050005;3857;"Paper Beach";"village";-1
16364532;-5059980;3857;"Rosevears";"village";-1
15887914;-4535774;3857;"Wickliffe";"village";-1
16364130;-5063744;3857;"Grindlewald";"village";-1
16996822;-3078500;3857;"Cambroon";"village";-1
17016906;-3076395;3857;"Mapleton";"village";-1
17019904;-3084975;3857;"Montville";"village";-1
13383443;-3072615;3857;"Wiluna";"village";-1
16743288;-4096319;3857;"Burradoo";"village";-1
16331973;-3636189;3857;"Coolabah";"village";-1
16757179;-4063349;3857;"Buxton";"village";-1
16755504;-4108834;3857;"Burrawang";"village";-1
16777475;-4052140;3857;"Douglas Park";"village";-1
16361177;-5046986;3857;"Hillwood";"village";-1
16711035;-4109429;3857;"Canyonleigh";"village";-1
17089521;-3311949;3857;"Billinudgel";"village";-1
16751791;-4082702;3857;"Colo Vale";"village";-1
16356629;-5047598;3857;"Deviot";"village";-1
16152557;-4636271;3857;"Merricks Beach";"village";-1
16155056;-4635043;3857;"Balnarring Beach";"village";-1
16690626;-4220422;3857;"Mongarlowe";"village";-1
15900719;-4538637;3857;"Lake Bolac";"village";-1
16452799;-5033894;3857;"Derby";"village";-1
16545871;-3939225;3857;"Toogong";"village";-1
16751852;-4098165;3857;"Glenquarry";"village";-1
15915340;-4535387;3857;"Westmere";"village";-1
17094125;-3290654;3857;"Bogangar";"village";-1
16340594;-5262701;3857;"Westerway";"village";-1
16707324;-4179520;3857;"Nerriga";"village";-1
16603662;-3948226;3857;"Spring Hill";"village";-1
16583812;-3927730;3857;"Borenore";"village";-1
16614915;-4185872;3857;"Sutton";"village";-1
16121651;-4449222;3857;"Tooborac";"village";-1
15925694;-4534210;3857;"Streatham";"village";-1
16657204;-3936765;3857;"Peel";"village";-1
16871049;-3909924;3857;"Mirrabooka";"village";-1
16607382;-3071638;3857;"Wallumbilla";"village";-1
16757471;-4103637;3857;"Kangaloon";"village";-1
15777022;-1500402;3857;"Aurukun";"village";-1
16167241;-4361535;3857;"Tatura";"village";-1
16727945;-4094406;3857;"Medway";"village";-1
16994518;-3199259;3857;"Walloon";"village";-1
16722167;-4120705;3857;"Penrose";"village";-1
15779161;-1744146;3857;"Kowanyama";"village";-1
17009405;-3121822;3857;"D'Aguilar";"village";-1
15802273;-4572333;3857;"Byaduk";"village";-1
15447353;-4159135;3857;"Carey Gully";"village";-1
15443064;-4169979;3857;"Longwood";"village";-1
16571543;-2410611;3857;"Mirani";"village";-1
16852970;-3852807;3857;"Greta";"village";-1
16165335;-4535940;3857;"Kangaroo Ground";"village";-1
16743987;-3991917;3857;"Bullaburra";"village";-1
16756490;-4113938;3857;"Wildes Meadow";"village";-1
16156712;-4523859;3857;"Doreen";"village";-1
16733515;-4105287;3857;"Sutton Forest";"village";-1
16831514;-2754127;3857;"Calliope";"village";-1
16758278;-4077945;3857;"Yerrinbool";"village";-1
16750252;-4087499;3857;"Willow Vale";"village";-1
16981594;-3246525;3857;"Aratula";"village";-1
16981663;-3178660;3857;"Clarendon";"village";-1
15178490;-4044868;3857;"Port Neill";"village";-1
16779238;-4150996;3857;"Greenwell Point";"village";-1
16762878;-3989624;3857;"Valley Heights";"village";-1
16764851;-3991742;3857;"Warrimoo";"village";-1
14211828;-2063633;3857;"Halls Creek";"village";-1
15203370;-4017732;3857;"Arno Bay";"village";-1
14262656;-1745366;3857;"Wyndham";"village";-1
16326704;-3701918;3857;"Hermidale";"village";-1
16972380;-3206247;3857;"Grandchester";"village";-1
16991035;-3187901;3857;"Glamorgan Vale";"village";-1
16200270;-5178012;3857;"Lynchford";"village";-1
12873605;-3693805;3857;"Seatrees Estate";"village";-1
15465225;-4231611;3857;"Clayton";"village";-1
15640443;-2425881;3857;"Kuridala";"village";-1
15640708;-2454398;3857;"Selwyn";"village";-1
16748005;-4216492;3857;"Burrill Lake";"village";-1
16567301;-4350990;3857;"Berridale";"village";-1
16210075;-5121822;3857;"Tullah Village";"village";-1
16925568;-3569618;3857;"Wollomombi";"village";-1
16189507;-4321732;3857;"Wunghnu";"village";-1
15973223;-4386363;3857;"Logan";"village";-1
15807389;-4583858;3857;"Macarthur";"village";-1
16256848;-5053486;3857;"Gunns Plains";"village";-1
16049312;-4613750;3857;"Moriac";"village";-1
15998481;-4653002;3857;"Forrest";"village";-1
16353067;-3664943;3857;"Girilambone";"village";-1
16414183;-3390291;3857;"Goodooga";"village";-1
16354812;-3550554;3857;"Gongolgon";"village";-1
16419014;-4374333;3857;"Dartmouth";"village";-1
16405026;-4373899;3857;"Mitta Mitta";"village";-1
16791880;-3768664;3857;"Satur";"village";-1
16663724;-3906149;3857;"Sofala";"village";-1
16446971;-5111227;3857;"Rossarden";"village";-1
17062345;-3288384;3857;"Chillingham";"village";-1
16767219;-3997567;3857;"Glenbrook";"village";-1
16035304;-4583488;3857;"Teesdale";"village";-1
15652342;-4180291;3857;"Gurrai";"village";-1
16980948;-3192680;3857;"Minden";"village";-1
15662596;-4171788;3857;"Karte";"village";-1
16445393;-5106353;3857;"Storeys Creek";"village";-1
16462463;-5102445;3857;"Mangana";"village";-1
16003334;-4384517;3857;"Kingower";"village";-1
16217846;-4311581;3857;"Katamatite";"village";-1
16112463;-4627470;3857;"Sorrento";"village";-1
16243951;-1960950;3857;"Babinda";"village";-1
17030845;-3170001;3857;"The Habitat";"village";-1
17000556;-3089675;3857;"Conondale";"village";-1
16407660;-5012677;3857;"Bridport";"village";-1
16971703;-3194752;3857;"Hatton Vale";"village";-1
16362670;-5103683;3857;"Bishopsbourne";"village";-1
16341146;-5021618;3857;"Low Head";"village";-1
16967699;-3194356;3857;"Plainland";"village";-1
17080262;-3288757;3857;"Condong";"village";-1
16239218;-4323167;3857;"Tungamah";"village";-1
16585775;-4206502;3857;"Stromlo";"village";-1
13762286;-1956147;3857;"Derby";"village";-1
16600002;-3913509;3857;"Mullion Creek";"village";-1
16546695;-4138679;3857;"Bookham";"village";-1
17093231;-3284532;3857;"Cudgen";"village";-1
12899849;-3910171;3857;"Wokalup";"village";-1
17059321;-3254703;3857;"Lower Beechmont";"village";-1
16976456;-3172554;3857;"Coominya";"village";-1
17086771;-3306619;3857;"Crabbes Creek";"village";-1
16406894;-4048099;3857;"Barmedman";"village";-1
16250962;-3154426;3857;"Wyandra";"village";-1
17091994;-3314765;3857;"Ocean Shores";"village";-1
16062613;-4489422;3857;"Little Hampton";"village";-1
17087665;-3333076;3857;"Possum Creek";"village";-1
12936365;-3747291;3857;"Mount Helena";"village";-1
17067257;-3288746;3857;"Crystal Creek";"village";-1
16356668;-3407291;3857;"Weilmoringle";"village";-1
16706105;-4351705;3857;"Wallaga Lake Heights";"village";-1
17033861;-3544105;3857;"Fridays Creek";"village";-1
17007496;-3535634;3857;"Briggsvale";"village";-1
16672073;-4397141;3857;"Springvale";"village";-1
16220997;-4593248;3857;"Bunyip";"village";-1
16226826;-4595261;3857;"Longwarry";"village";-1
16961225;-3376601;3857;"Drake";"village";-1
16686915;-4473778;3857;"Wonboyn Lake";"village";-1
15238586;-3566193;3857;"Olympic Dam";"village";-1
16978201;-3295070;3857;"Dalman";"village";-1
16098064;-4451055;3857;"Glenhope";"village";-1
16093627;-4439094;3857;"Mia Mia";"village";-1
16851575;-3874454;3857;"Aberdare";"village";-1
16720311;-4263762;3857;"Batehaven";"village";-1
16856832;-3869743;3857;"Abermain";"village";-1
16853300;-3878974;3857;"Abernethy";"village";-1
16844679;-3876073;3857;"Bellbird";"village";-1
16769343;-3998542;3857;"Lapstone";"village";-1
15682866;-4101933;3857;"Taplin";"village";-1
16668422;-4344610;3857;"Yowrie";"village";-1
17017162;-3531215;3857;"Timmsvale";"village";-1
15683649;-4111491;3857;"Nadda";"village";-1
15679500;-4123912;3857;"Meribah";"village";-1
15666080;-4125720;3857;"Paruna";"village";-1
16718455;-4261475;3857;"Catalina Heights";"village";-1
16960118;-3197415;3857;"Forest Hill";"village";-1
15449820;-4164996;3857;"Verdun";"village";-1
16501383;-4184057;3857;"Brungle";"village";-1
15454263;-4162733;3857;"Balhannah";"village";-1
15456010;-4161766;3857;"Oakbank";"village";-1
16582462;-2379728;3857;"Seaforth";"village";-1
17079317;-3295070;3857;"Fernvale";"village";-1
16871381;-3930448;3857;"Noraville";"village";-1
16189514;-4083638;3857;"Carrathool";"village";-1
16585358;-2379566;3857;"Halliday Bay";"village";-1
16870032;-3910515;3857;"Brightwaters";"village";-1
16586351;-2380836;3857;"Ball Bay";"village";-1
16517461;-4291670;3857;"Cabramurra";"village";-1
13124238;-3176570;3857;"Cue";"village";-1
16625264;-4324927;3857;"Numeralla";"village";-1
16588683;-2382747;3857;"Cape Hillsborough";"village";-1
16597998;-2404494;3857;"Farleigh";"village";-1
17063336;-3421686;3857;"Woombah";"village";-1
16731314;-4254679;3857;"Durras";"village";-1
16730941;-4252164;3857;"Durras Lake";"village";-1
12984838;-3727112;3857;"Spencers Brook";"village";-1
16712890;-4286641;3857;"Garlandtown";"village";-1
16845020;-3882995;3857;"Ellalong";"village";-1
16588644;-2400214;3857;"The Leap";"village";-1
15087230;-3466358;3857;"Prominent Hill";"village";-1
16077120;-4453269;3857;"Metcalfe";"village";-1
13044241;-3871340;3857;"Cuballing";"village";-1
13001752;-3715739;3857;"Grass Valley";"village";-1
16756741;-4140492;3857;"West Cambewarra";"village";-1
16440157;-4100417;3857;"Combaning South";"village";-1
16312858;-4360257;3857;"Everton";"village";-1
16312976;-4621591;3857;"Traralgon South";"village";-1
16853523;-3876846;3857;"Kearsley";"village";-1
16604643;-4213524;3857;"Jerrabomberra";"village";-1
16372701;-5113956;3857;"Cressy";"village";-1
15994897;-4529279;3857;"Smythedale";"village";-1
16255309;-2068977;3857;"Cardwell";"village";-1
16356042;-5098983;3857;"Whitemore";"village";-1
16914068;-3833964;3857;"Allworth";"village";-1
16210512;-4004204;3857;"Merriwagga";"village";-1
16850451;-3878953;3857;"Kitchener";"village";-1
16682532;-4431311;3857;"South Pambula";"village";-1
16687603;-4430933;3857;"Pambula Beach";"village";-1
15522216;-4200171;3857;"Jervois";"village";-1
16182185;-4559058;3857;"Olinda";"village";-1
16181444;-4557873;3857;"Mount Dandenong";"village";-1
16182443;-4563076;3857;"Kallista";"village";-1
15312209;-4038735;3857;"Port Hughes";"village";-1
16822909;-2921409;3857;"Eidsvold";"village";-1
16731602;-2912042;3857;"Cracow";"village";-1
16863171;-3884027;3857;"Mount Vincent";"village";-1
16063280;-4517618;3857;"Greendale";"village";-1
16067875;-4525347;3857;"Myrniong";"village";-1
16839053;-3879607;3857;"Millfield";"village";-1
17080131;-3291099;3857;"Kielvale";"village";-1
16848328;-3868566;3857;"Nulkaba";"village";-1
16840908;-3881816;3857;"Paxton";"village";-1
16842763;-3879607;3857;"Pelton";"village";-1
16929746;-3330046;3857;"Liston";"village";-1
16862735;-3882651;3857;"Mulbring";"village";-1
16289772;-2100130;3857;"Lucinda";"village";-1
15843175;-4594464;3857;"Hawkesdale";"village";-1
16854530;-3872481;3857;"Neath";"village";-1
16687585;-3965364;3857;"Tarana";"village";-1
12875797;-4001573;3857;"Jarrahwood";"village";-1
16944062;-3273680;3857;"Yangan";"village";-1
15109389;-4047716;3857;"Yeelanna";"village";-1
15978835;-4653950;3857;"Gellibrand";"village";-1
16621523;-4206208;3857;"Kowen";"village";-1
16924026;-3376176;3857;"Leechs Gully";"village";-1
16484685;-4256907;3857;"Hardys Mill";"village";-1
16281908;-4427375;3857;"Toombullup";"village";-1
16352499;-5267800;3857;"Bushy Park";"village";-1
16610000;-4201333;3857;"Majura";"village";-1
16729315;-3962299;3857;"Bell";"village";-1
16825070;-3887055;3857;"Wollombi";"village";-1
12916195;-3929477;3857;"Worsley Campsite";"village";-1
12936148;-3952355;3857;"Cardiff";"village";-1
16979747;-3809232;3857;"Blueys Beach";"village";-1
16293076;-4454573;3857;"Sawmill Settlement";"village";-1
15876522;-4619089;3857;"Purnim";"village";-1
16547738;-4355316;3857;"East Jindabyne";"village";-1
16189341;-4638079;3857;"Corinella";"village";-1
13761006;-3809633;3857;"Balladonia Roadhouse";"village";-1
16684855;-3163899;3857;"Meandarra";"village";-1
16661978;-3154647;3857;"Glenmorgan";"village";-1
16587586;-4046500;3857;"Reids Flat";"village";-1
16458984;-4564348;3857;"Metung";"village";-1
16194423;-4637600;3857;"Tenby Point";"village";-1
16449724;-4327031;3857;"Cudgewa";"village";-1
16703608;-2527899;3857;"Stanage Bay";"village";-1
16553332;-3449890;3857;"Pokataroo";"village";-1
16738864;-3963863;3857;"Mount Wilson";"village";-1
16467608;-4307059;3857;"Tintaldra";"village";-1
16968018;-3298628;3857;"Old Koreelah";"village";-1
16392451;-4327441;3857;"Old Tallangatta";"village";-1
14939007;-2232568;3857;"Kargaru";"village";-1
15144790;-4053032;3857;"Ungarra";"village";-1
16473762;-4318421;3857;"Towong";"village";-1
16167911;-1998527;3857;"Innot Hot Springs";"village";-1
16261303;-4347273;3857;"Thoona";"village";-1
16270663;-4636448;3857;"";"village";-1
16226949;-4627975;3857;"";"village";-1
16557567;-2329817;3857;"Conway Beach";"village";-1
16555962;-2329062;3857;"Wilson Beach";"village";-1
16808479;-4046913;3857;"Waterfall";"village";-1
15333922;-4039443;3857;"Cunliffe";"village";-1
12919694;-4008601;3857;"Greenbushes";"village";-1
16801573;-3462194;3857;"Mt Russel";"village";-1
16623421;-2710294;3857;"Dingo";"village";-1
16568294;-2371039;3857;"Wootaroo";"village";-1
16579878;-4445165;3857;"Delegate";"village";-1
16076571;-4550231;3857;"Balliang East";"village";-1
16491208;-5095686;3857;"Cornwall";"village";-1
16573598;-4459482;3857;"Bendoc";"village";-1
17083027;-3289449;3857;"Nunderi";"village";-1
17028295;-3407291;3857;"Camira Creek";"village";-1
16412572;-5135634;3857;"Conara";"village";-1
16980814;-3808112;3857;"Boomerang Beach";"village";-1
16371263;-5087173;3857;"Hadspen";"village";-1
16775971;-3968314;3857;"Kurmond";"village";-1
16030154;-4487242;3857;"Rutherford Park";"village";-1
16568206;-4370349;3857;"Dalgety";"village";-1
16281785;-4453627;3857;"Merrijig";"village";-1
16918986;-3824945;3857;"Booral";"village";-1
15362014;-3898029;3857;"Port Germein";"village";-1
16725388;-4260597;3857;"Maloneys Beach";"village";-1
16245755;-4442979;3857;"Maindample";"village";-1
16106983;-4575614;3857;"Werribee South";"village";-1
17076634;-3234639;3857;"Ephraim Island";"village";-1
17076712;-3233780;3857;"The Sovereign Islands";"village";-1
16594463;-2702584;3857;"Bluff";"village";-1
16390522;-5336286;3857;"Woodbridge";"village";-1
15883418;-4600826;3857;"Ellerslie";"village";-1
17006987;-3450433;3857;"Copmanhurst";"village";-1
15741009;-4631751;3857;"Cape Bridgewater";"village";-1
16365072;-5325643;3857;"Franklin";"village";-1
15828467;-4070102;3857;"Red Cliffs";"village";-1
16392972;-5315595;3857;"Margate";"village";-1
15979706;-4409765;3857;"Bealiba";"village";-1
16392514;-5322214;3857;"Snug";"village";-1
12967444;-3951262;3857;"Bowelling";"village";-1
17078389;-3301397;3857;"Stokers Siding";"village";-1
16086430;-4385494;3857;"Goornong";"village";-1
16391591;-5331636;3857;"Kettering";"village";-1
16751026;-4115003;3857;"Fitzroy Falls";"village";-1
15820651;-4381449;3857;"Pimpinio";"village";-1
15818924;-4371149;3857;"Wail";"village";-1
16372449;-5336724;3857;"Cygnet";"village";-1
16521791;-4355571;3857;"Perisher Valley";"village";-1
16920686;-3405165;3857;"Sandy Flat";"village";-1
16210536;-5121126;3857;"Tullah";"village";-1
15442613;-4017896;3857;"Mintaro";"village";-1
16024328;-4485436;3857;"Smeaton";"village";-1
16887290;-3415800;3857;"Torrington";"village";-1
12910682;-4042562;3857;"Donnelly River";"village";-1
16886271;-3020873;3857;"Hivesville";"village";-1
16362126;-4405927;3857;"Wandiligong";"village";-1
16583071;-4545589;3857;"Bemm River";"village";-1
16676711;-4415986;3857;"Wolumla";"village";-1
16351864;-4574114;3857;"Tinamba";"village";-1
