"x";"y";"srid","name";"place";"population"
14940127;-2565807;3857;"Mulga Bore Aboriginal Community";"hamlet";-1
14909695;-2537340;3857;"Adelaide Bore Aboriginal Community";"hamlet";-1
14982795;-2534870;3857;"Tommyhawk Swamp Aboriginal Community";"hamlet";-1
14978307;-2544191;3857;"Camel Camp Aboriginal Community";"hamlet";-1
14979491;-2539167;3857;"Ankerrapw Aboriginal Community";"hamlet";-1
14977272;-2546405;3857;"Artekerr Aboriginal Community";"hamlet";-1
15010505;-2499244;3857;"Amengernterneah Aboriginal Community";"hamlet";-1
15009377;-2521074;3857;"Inkwelaye Aboriginal Community";"hamlet";-1
15011107;-2489947;3857;"Inkawenyerre Aboriginal Community";"hamlet";-1
14997704;-2509936;3857;"Iylentye Aboriginal Community";"hamlet";-1
14993488;-2520005;3857;"Pungalindum Aboriginal Community";"hamlet";-1
15011008;-2513171;3857;"Arawerr Aboriginal Community";"hamlet";-1
15003058;-2522069;3857;"Arlparra Aboriginal Community";"hamlet";-1
15013399;-2501631;3857;"Atheley Aboriginal Community";"hamlet";-1
15004444;-2514674;3857;"Atnarara Aboriginal Community";"hamlet";-1
14984901;-2515948;3857;"Atneltyey Aboriginal Community";"hamlet";-1
15027476;-2495872;3857;"Atnwengerrpe Aboriginal Community";"hamlet";-1
14916443;-2452386;3857;"Tara Aboriginal Community";"hamlet";-1
14960684;-2464661;3857;"Illeuwurru Aboriginal Community";"hamlet";-1
14886878;-2480469;3857;"Wilora Aboriginal Community";"hamlet";-1
15004880;-2478829;3857;"Ngkwarlerlanem Aboriginal Community";"hamlet";-1
15024634;-2417039;3857;"Imperrenth Aboriginal Community";"hamlet";-1
14916941;-2423110;3857;"Annerre Aboriginal Community";"hamlet";-1
14996953;-2472798;3857;"Indaringinya Aboriginal Community";"hamlet";-1
14889557;-2463179;3857;"Ankweleyelengkwe Aboriginal Community";"hamlet";-1
14902867;-2455654;3857;"Jemelke Aboriginal Community";"hamlet";-1
14830054;-2373722;3857;"Jarra Jarra Aboriginal Community";"hamlet";-1
14850022;-2268097;3857;"Miyikampi Aboriginal Community";"hamlet";-1
14836490;-2256676;3857;"Ngappamilarnu Aboriginal Community";"hamlet";-1
14852619;-2281360;3857;"Partnparinji Aboriginal Community";"hamlet";-1
14957522;-2320183;3857;"Kalinjarri Aboriginal Community";"hamlet";-1
14933200;-2325889;3857;"Junkaji Aboriginal Community";"hamlet";-1
14992639;-2397795;3857;"Imangara Aboriginal Community";"hamlet";-1
14940955;-2348087;3857;"Wakurlpu Aboriginal Community";"hamlet";-1
15025405;-2334527;3857;"Arrawajin Aboriginal Community";"hamlet";-1
15001341;-2321223;3857;"10 Mile Aboriginal Community";"hamlet";-1
14962112;-2392276;3857;"Ali Curung Aboriginal Community";"hamlet";-1
14938901;-2312999;3857;"Mungkarta Aboriginal Community";"hamlet";-1
14960155;-2263300;3857;"Murtulki Aboriginal Community";"hamlet";-1
14973417;-2286585;3857;"Nuradidgee Aboriginal Community";"hamlet";-1
14959755;-2283356;3857;"Nguyarramini Aboriginal Community";"hamlet";-1
14886159;-2242503;3857;"Kunayungku Aboriginal Community";"hamlet";-1
14973370;-2309865;3857;"Punjarriji Aboriginal Community";"hamlet";-1
14969739;-2245282;3857;"Kurraya Aboriginal Community";"hamlet";-1
14558234;-2157141;3857;"Mirridi Aboriginal Community";"hamlet";-1
14537561;-2081689;3857;"Lul-tju Aboriginal Community";"hamlet";-1
14512828;-2132530;3857;"Pinja Aboriginal Community";"hamlet";-1
14463379;-2220437;3857;"Jiwaranpa Aboriginal Community";"hamlet";-1
14544007;-2117812;3857;"Parnta Aboriginal Community";"hamlet";-1
14542593;-2076895;3857;"Lajamanu Aboriginal Community";"hamlet";-1
14613762;-2128319;3857;"Duck Ponds Aboriginal Community";"hamlet";-1
14607287;-1906534;3857;"Kalumbulani Aboriginal Community";"hamlet";-1
14564165;-1972892;3857;"Kalkarindji Aboriginal Community";"hamlet";-1
14525200;-1983226;3857;"Burta Wurta Aboriginal Community";"hamlet";-1
14430919;-2019941;3857;"Mamadi Aboriginal Community";"hamlet";-1
14404469;-2001869;3857;"Mt Maiyo Aboriginal Community";"hamlet";-1
14561136;-1967506;3857;"Daguragu Aboriginal Community";"hamlet";-1
14527671;-2027182;3857;"Liku Aboriginal Community";"hamlet";-1
14537447;-2012093;3857;"Mcdonalds Yard Aboriginal Community";"hamlet";-1
14938860;-2232632;3857;"Kargaru Aboriginal Community";"hamlet";-1
14871785;-2200025;3857;"Mungalawurru Aboriginal Community";"hamlet";-1
14939356;-2230106;3857;"Tinkarli Aboriginal Community";"hamlet";-1
14936738;-2232205;3857;"Marla Marla Aboriginal Community";"hamlet";-1
14938745;-2227800;3857;"Hingstons Place Aboriginal Community";"hamlet";-1
14937160;-2231337;3857;"Munji-Marla Aboriginal Community";"hamlet";-1
14943147;-2219199;3857;"Wiitin Aboriginal Community";"hamlet";-1
14938984;-2230073;3857;"Wuppa Aboriginal Community";"hamlet";-1
14938366;-2229876;3857;"Ngalpa Ngalpa Aboriginal Community";"hamlet";-1
14937317;-2232324;3857;"Village Camp Aboriginal Community";"hamlet";-1
14907694;-2155392;3857;"Kalumpurlpa Aboriginal Community";"hamlet";-1
14903753;-2165912;3857;"Pingala Aboriginal Community";"hamlet";-1
14874344;-2167215;3857;"Napagunpa Aboriginal Community";"hamlet";-1
14887404;-2157775;3857;"Blue Bush Aboriginal Community";"hamlet";-1
14963395;-2214409;3857;"Pakulki Aboriginal Community";"hamlet";-1
14976701;-2195403;3857;"Likkaparta Aboriginal Community";"hamlet";-1
14876676;-2127192;3857;"Kumunu Aboriginal Community";"hamlet";-1
14905224;-2112517;3857;"Muckaty Aboriginal Community";"hamlet";-1
14885140;-2104161;3857;"Namerinni Aboriginal Community";"hamlet";-1
14867548;-1986366;3857;"Elliott South Camp Aboriginal Community";"hamlet";-1
14850360;-1964068;3857;"Marlinja Aboriginal Community";"hamlet";-1
14873521;-2052256;3857;"Jangirulu Aboriginal Community";"hamlet";-1
14873879;-1933996;3857;"Jingaloo Aboriginal Community";"hamlet";-1
14865156;-1984931;3857;"Elliott North Camp Aboriginal Community";"hamlet";-1
14388073;-1734313;3857;"Marralum Aboriginal Community";"hamlet";-1
14400493;-1620659;3857;"Ngunthak Aboriginal Community";"hamlet";-1
14372074;-1779089;3857;"Policemans Hole Aboriginal Community";"hamlet";-1
14401775;-1617061;3857;"Nangu Aboriginal Community";"hamlet";-1
14394748;-1782772;3857;"Bubble Bubble Aboriginal Community";"hamlet";-1
14377937;-1772920;3857;"Doojum Aboriginal Community";"hamlet";-1
14378543;-1774633;3857;"Bucket Springs Aboriginal Community";"hamlet";-1
14429110;-1854348;3857;"Amanbidji Aboriginal Community";"hamlet";-1
14543149;-1861183;3857;"Lingara Aboriginal Community";"hamlet";-1
14475916;-1777515;3857;"Bulla Aboriginal Community";"hamlet";-1
14525476;-1767148;3857;"Muruning Aboriginal Community";"hamlet";-1
14511471;-1789858;3857;"Barrak Barrak Aboriginal Community";"hamlet";-1
14530839;-1780082;3857;"Gilwi Aboriginal Community";"hamlet";-1
14539578;-1805817;3857;"Bob's Yard Aboriginal Community";"hamlet";-1
14525340;-1770766;3857;"Myatt Aboriginal Community";"hamlet";-1
14607385;-1899198;3857;"Pigeon Hole Aboriginal Community";"hamlet";-1
14569806;-1856710;3857;"Yarralin Aboriginal Community";"hamlet";-1
14674538;-1875347;3857;"Yinguwunarri Aboriginal Community";"hamlet";-1
14575541;-1754168;3857;"Fitzroy Station Aboriginal Community";"hamlet";-1
14699188;-1788166;3857;"Dillinya Aboriginal Community";"hamlet";-1
14418242;-1635988;3857;"Fossil Head Aboriginal Community";"hamlet";-1
14424102;-1623120;3857;"Kultchill Aboriginal Community";"hamlet";-1
14407990;-1623502;3857;"Kudantiga Aboriginal Community";"hamlet";-1
14407255;-1627279;3857;"Ngarinthi Aboriginal Community";"hamlet";-1
14418156;-1601812;3857;"Wadeye Aboriginal Community";"hamlet";-1
14405694;-1609086;3857;"Ditchi Aboriginal Community";"hamlet";-1
14415659;-1589041;3857;"Old Mission Aboriginal Community";"hamlet";-1
14422908;-1595917;3857;"Wumirdin Aboriginal Community";"hamlet";-1
14414127;-1596354;3857;"Ngardinitchi Aboriginal Community";"hamlet";-1
14458052;-1614530;3857;"Nganmarriyanga Aboriginal Community";"hamlet";-1
14471896;-1601906;3857;"Nemarluk Aboriginal Community";"hamlet";-1
14447599;-1588180;3857;"Kubuyirr Aboriginal Community";"hamlet";-1
14455187;-1598723;3857;"Wudapuli Aboriginal Community";"hamlet";-1
14461380;-1581607;3857;"Un-Marr Aboriginal Community";"hamlet";-1
14467899;-1599616;3857;"Merrepen Aboriginal Community";"hamlet";-1
14455814;-1600554;3857;"Nama Aboriginal Community";"hamlet";-1
14480027;-1591466;3857;"Peppimenarti Aboriginal Community";"hamlet";-1
14508021;-1593752;3857;"Emu Point Aboriginal Community";"hamlet";-1
14613251;-1730373;3857;"Menngen Aboriginal Community";"hamlet";-1
14642698;-1667671;3857;"Djarrung Aboriginal Community";"hamlet";-1
14712106;-1595168;3857;"Werenbun Aboriginal Community";"hamlet";-1
14714915;-1633868;3857;"Rockhole Aboriginal Community";"hamlet";-1
14714377;-1637416;3857;"Binjari Aboriginal Community";"hamlet";-1
14784419;-1901740;3857;"Murranji Aboriginal Community";"hamlet";-1
14927172;-1755398;3857;"Hodgson River Station Aboriginal Community";"hamlet";-1
14927199;-1760303;3857;"Flicks Hole Aboriginal Community";"hamlet";-1
14813719;-1679987;3857;"Mulggan Aboriginal Community";"hamlet";-1
14817900;-1737731;3857;"Jomet (Urpalarwn) Aboriginal Community";"hamlet";-1
14812992;-1680694;3857;"Mataranka Town Camp Aboriginal Community";"hamlet";-1
14838888;-1683790;3857;"Jilkminggan Aboriginal Community";"hamlet";-1
14724151;-1628609;3857;"Warlpiri Transient Camp Aboriginal Community";"hamlet";-1
14722993;-1626566;3857;"Miali Brumby Aboriginal Community";"hamlet";-1
14790651;-1634360;3857;"Barunga Aboriginal Community";"hamlet";-1
14766687;-1628962;3857;"Banatjarl Aboriginal Community";"hamlet";-1
14786342;-1604808;3857;"Eva Valley Aboriginal Community";"hamlet";-1
14742411;-1615551;3857;"Jodetluk Aboriginal Community";"hamlet";-1
14818205;-1637945;3857;"Beswick Aboriginal Community";"hamlet";-1
14813344;-1644815;3857;"Bishops Bore Aboriginal Community";"hamlet";-1
15020481;-1664698;3857;"Nulawan Aboriginal Community";"hamlet";-1
14917844;-1680787;3857;"Kewulyi Aboriginal Community";"hamlet";-1
14992528;-1664243;3857;"Larrpayanji Aboriginal Community";"hamlet";-1
14925951;-1714752;3857;"Minyerri Aboriginal Community";"hamlet";-1
14898225;-1674797;3857;"Mole Hill Aboriginal Community";"hamlet";-1
15000405;-1635022;3857;"Turkey Lagoon Aboriginal Community";"hamlet";-1
14979736;-1655814;3857;"Rittarangu Aboriginal Community";"hamlet";-1
15025601;-1642177;3857;"Nummerloori Aboriginal Community";"hamlet";-1
15015095;-1639064;3857;"Costello Aboriginal Community";"hamlet";-1
14998309;-1658299;3857;"Ngukurr Aboriginal Community";"hamlet";-1
14964547;-1657812;3857;"Jowar Aboriginal Community";"hamlet";-1
14966213;-1654193;3857;"Badawarrka Aboriginal Community";"hamlet";-1
14466054;-1565804;3857;"Mulingi Aboriginal Community";"hamlet";-1
14463959;-1558194;3857;"Sabina Aboriginal Community";"hamlet";-1
14471662;-1558075;3857;"Woodycupaldiya Aboriginal Community";"hamlet";-1
14465272;-1577396;3857;"Wudaduk Aboriginal Community";"hamlet";-1
14468937;-1547309;3857;"Deleye Aboriginal Community";"hamlet";-1
14477446;-1554804;3857;"Uminyuluk Aboriginal Community";"hamlet";-1
14440588;-1576471;3857;"Yederr Aboriginal Community";"hamlet";-1
14426766;-1578285;3857;"Kuy Aboriginal Community";"hamlet";-1
14452232;-1576469;3857;"Perrederr Aboriginal Community";"hamlet";-1
14445548;-1568912;3857;"Nadirri Aboriginal Community";"hamlet";-1
14507876;-1569379;3857;"Kelerrk Aboriginal Community";"hamlet";-1
14502600;-1556791;3857;"Leichardt Aboriginal Community";"hamlet";-1
14548225;-1545612;3857;"Nauiyu Aboriginal Community";"hamlet";-1
14503900;-1569081;3857;"Kwombom Aboriginal Community";"hamlet";-1
14543084;-1536937;3857;"Wooliana Aboriginal Community";"hamlet";-1
14512712;-1528142;3857;"Kuwuma Aboriginal Community";"hamlet";-1
14533415;-1468277;3857;"Pandayal Aboriginal Community";"hamlet";-1
14485118;-1469316;3857;"Bulgul Aboriginal Community";"hamlet";-1
14544883;-1471755;3857;"Woolaning Aboriginal Community";"hamlet";-1
14520037;-1447738;3857;"Iron Stone Aboriginal Community";"hamlet";-1
14557933;-1456856;3857;"Walangurrminy Aboriginal Community";"hamlet";-1
14675366;-1553116;3857;"Pine Creek Compound Aboriginal Community";"hamlet";-1
14674353;-1558522;3857;"Kybrook Farm Aboriginal Community";"hamlet";-1
14594442;-1487680;3857;"Amangal Indigenous Village Aboriginal Community";"hamlet";-1
14577802;-1430155;3857;"Darrandarra Aboriginal Community";"hamlet";-1
14593775;-1475590;3857;"Gulngarring Aboriginal Community";"hamlet";-1
14601945;-1438513;3857;"Acacia Larrakia Aboriginal Community";"hamlet";-1
14549446;-1407067;3857;"Belyuen Aboriginal Community";"hamlet";-1
14550716;-1301135;3857;"Taracumbi Aboriginal Community";"hamlet";-1
14542497;-1318214;3857;"Nguiu Aboriginal Community";"hamlet";-1
14502439;-1302097;3857;"Wurankuwu Aboriginal Community";"hamlet";-1
14517962;-1278151;3857;"Pirlangimpi Aboriginal Community";"hamlet";-1
14537822;-1320451;3857;"4 Mile Camp Aboriginal Community";"hamlet";-1
14546583;-1279960;3857;"Milikapiti Aboriginal Community";"hamlet";-1
14543493;-1317249;3857;"Paru Aboriginal Community";"hamlet";-1
14585344;-1410982;3857;"Yirra Bandoo Aboriginal Community";"hamlet";-1
14584154;-1401308;3857;"Palmerston Indigenous Village Aboriginal Community";"hamlet";-1
14565477;-1397425;3857;"Railway Dam Aboriginal Community";"hamlet";-1
14566033;-1390444;3857;"Kulaluk Aboriginal Community";"hamlet";-1
14566064;-1392540;3857;"Minmarama Park Aboriginal Community";"hamlet";-1
14566729;-1393103;3857;"Bagot Aboriginal Community";"hamlet";-1
14575894;-1395430;3857;"Knuckey Lagoon Indigenous Village Aboriginal Community";"hamlet";-1
14584878;-1380825;3857;"Tree Point Aboriginal Community";"hamlet";-1
14611883;-1417612;3857;"Humpty Doo Aboriginal Community";"hamlet";-1
14560769;-1324693;3857;"Takapimiliyi Aboriginal Community";"hamlet";-1
14619318;-1306002;3857;"Conder Point Aboriginal Community";"hamlet";-1
14761824;-1525907;3857;"Gimbat Aboriginal Community";"hamlet";-1
14760277;-1438455;3857;"Buffalo Farm Aboriginal Community";"hamlet";-1
14735486;-1425337;3857;"Kapalga Aboriginal Community";"hamlet";-1
14744739;-1455467;3857;"Spring Peak Aboriginal Community";"hamlet";-1
14753474;-1452775;3857;"Paradise Farm Aboriginal Community";"hamlet";-1
14757588;-1444255;3857;"Red Lily Aboriginal Community";"hamlet";-1
14788036;-1421642;3857;"Manaburdurma Aboriginal Community";"hamlet";-1
14779179;-1428839;3857;"Djirrbiyak Aboriginal Community";"hamlet";-1
14757515;-1453822;3857;"Patonga (Airstrip) Aboriginal Community";"hamlet";-1
14758790;-1454938;3857;"Patonga (Homestead) Aboriginal Community";"hamlet";-1
14953920;-1535844;3857;"Bulman Aboriginal Community";"hamlet";-1
14951168;-1533426;3857;"Weemol Aboriginal Community";"hamlet";-1
14964947;-1551302;3857;"Mount Catt Aboriginal Community";"hamlet";-1
14935949;-1520646;3857;"Mount Jean Aboriginal Community";"hamlet";-1
14956329;-1526005;3857;"Mobarn Aboriginal Community";"hamlet";-1
14968433;-1546552;3857;"Baghetti Aboriginal Community";"hamlet";-1
14899526;-1432881;3857;"Kabulwarnamyo Aboriginal Community";"hamlet";-1
14907713;-1441329;3857;"Malgawa Aboriginal Community";"hamlet";-1
15002900;-1420979;3857;"Malnjangarnak Aboriginal Community";"hamlet";-1
14933050;-1499314;3857;"Gorpulyul Aboriginal Community";"hamlet";-1
15011497;-1476484;3857;"Barrapunta Aboriginal Community";"hamlet";-1
14946773;-1500540;3857;"Momob Aboriginal Community";"hamlet";-1
14956552;-1435780;3857;"Yaminyi Aboriginal Community";"hamlet";-1
14952064;-1442601;3857;"Birriba Aboriginal Community";"hamlet";-1
14768365;-1415367;3857;"Mumukala Aboriginal Community";"hamlet";-1
14786468;-1419775;3857;"Hunters Camp Aboriginal Community";"hamlet";-1
14811745;-1384822;3857;"Kungarrewarl Aboriginal Community";"hamlet";-1
14799473;-1386431;3857;"Cannon Hill Aboriginal Community";"hamlet";-1
14870565;-1376910;3857;"Mandilbarreng Aboriginal Community";"hamlet";-1
14826242;-1356374;3857;"Mangardubu Aboriginal Community";"hamlet";-1
14791393;-1413810;3857;"Mudginberri Aboriginal Community";"hamlet";-1
14798717;-1387906;3857;"Hawk Dreaming Aboriginal Community";"hamlet";-1
14838015;-1380814;3857;"Nabarlek Aboriginal Community";"hamlet";-1
14813802;-1400346;3857;"Mikginj Valley Aboriginal Community";"hamlet";-1
14811726;-1382604;3857;"Gunbalanya Aboriginal Community";"hamlet";-1
14781252;-1338678;3857;"Waidaboonar Aboriginal Community";"hamlet";-1
14780626;-1285912;3857;"Tigers Camp Aboriginal Community";"hamlet";-1
14786071;-1278195;3857;"Buni-Inwunbuluk Aboriginal Community";"hamlet";-1
14755778;-1266441;3857;"Marramarrani Aboriginal Community";"hamlet";-1
14777603;-1288404;3857;"Wilgi Aboriginal Community";"hamlet";-1
14759110;-1268669;3857;"Inngirnatj Aboriginal Community";"hamlet";-1
14753034;-1270915;3857;"Irgul Point Aboriginal Community";"hamlet";-1
14848835;-1305784;3857;"Warruwi Aboriginal Community";"hamlet";-1
14795740;-1312769;3857;"Murgenella Plains Aboriginal Community";"hamlet";-1
14853610;-1301757;3857;"Wigu Aboriginal Community";"hamlet";-1
14851537;-1301483;3857;"Injilatparri Aboriginal Community";"hamlet";-1
14852487;-1333883;3857;"Ngarlu Ngarlu Aboriginal Community";"hamlet";-1
14832396;-1328012;3857;"Armorran Aboriginal Community";"hamlet";-1
14849746;-1319386;3857;"Waminari Aboriginal Community";"hamlet";-1
14797145;-1294381;3857;"Wauk Aboriginal Community";"hamlet";-1
14856152;-1299637;3857;"Amatjatpalk Aboriginal Community";"hamlet";-1
14856512;-1300223;3857;"Ngipin Aboriginal Community";"hamlet";-1
14849851;-1291950;3857;"Ararlagu Aboriginal Community";"hamlet";-1
14931928;-1387055;3857;"Mumeka Aboriginal Community";"hamlet";-1
14934377;-1392153;3857;"Kakodbabuldi Aboriginal Community";"hamlet";-1
14925323;-1419675;3857;"Gamargawan Aboriginal Community";"hamlet";-1
14929058;-1407299;3857;"Manmoyi Aboriginal Community";"hamlet";-1
14946943;-1410079;3857;"Mankorlod Aboriginal Community";"hamlet";-1
14929646;-1400449;3857;"Gubumi Aboriginal Community";"hamlet";-1
14936325;-1385410;3857;"Barridjowkeng Aboriginal Community";"hamlet";-1
14943542;-1401304;3857;"Kurrurldul Aboriginal Community";"hamlet";-1
14916472;-1383225;3857;"Gumarrirnbang Aboriginal Community";"hamlet";-1
14929213;-1403079;3857;"Yikarrakkal Aboriginal Community";"hamlet";-1
14944342;-1405306;3857;"Milmilngkan Aboriginal Community";"hamlet";-1
14901569;-1361023;3857;"Marlwon Aboriginal Community";"hamlet";-1
14923987;-1372751;3857;"Marrkolidjban Aboriginal Community";"hamlet";-1
14924658;-1376646;3857;"Kumurrulu Aboriginal Community";"hamlet";-1
14878720;-1374890;3857;"Mamadawerre Aboriginal Community";"hamlet";-1
14920214;-1375830;3857;"Mandedjkadjang Aboriginal Community";"hamlet";-1
14941706;-1351496;3857;"Maningrida Aboriginal Community";"hamlet";-1
14936913;-1347291;3857;"Garrabu Aboriginal Community";"hamlet";-1
14894669;-1374284;3857;"Gudjekbin Aboriginal Community";"hamlet";-1
14944388;-1344353;3857;"Ndjudda Aboriginal Community";"hamlet";-1
14948412;-1369786;3857;"Nangak Aboriginal Community";"hamlet";-1
14949791;-1369944;3857;"Djinkarr Aboriginal Community";"hamlet";-1
14917818;-1369212;3857;"Gurrgurr Aboriginal Community";"hamlet";-1
14919565;-1363671;3857;"Namugardabu Aboriginal Community";"hamlet";-1
14949463;-1345427;3857;"Nadilmuk Aboriginal Community";"hamlet";-1
14963908;-1394966;3857;"Buluhkaduru Aboriginal Community";"hamlet";-1
15023773;-1391488;3857;"Mulgurram Aboriginal Community";"hamlet";-1
15020340;-1383036;3857;"Ramingining Aboriginal Community";"hamlet";-1
14953034;-1415563;3857;"Kolorbidahdah Aboriginal Community";"hamlet";-1
15017657;-1386180;3857;"Wulkabimirri Aboriginal Community";"hamlet";-1
15007754;-1383321;3857;"Gilirri Aboriginal Community";"hamlet";-1
14963564;-1392577;3857;"Bolkdjam Aboriginal Community";"hamlet";-1
14963536;-1374965;3857;"Ankabadbirri Aboriginal Community";"hamlet";-1
14988645;-1364556;3857;"Damdam Aboriginal Community";"hamlet";-1
14973378;-1375195;3857;"Mu-Gurta Aboriginal Community";"hamlet";-1
14967742;-1368393;3857;"Gochan Jiny-Jirra Aboriginal Community";"hamlet";-1
14955775;-1360887;3857;"Djakalabona Aboriginal Community";"hamlet";-1
14975410;-1362121;3857;"Ji-Bena Aboriginal Community";"hamlet";-1
14985818;-1379590;3857;"Ji-Balbal Aboriginal Community";"hamlet";-1
14971951;-1359703;3857;"Gorrong-Gorrong Aboriginal Community";"hamlet";-1
14973013;-1353898;3857;"Berraja Aboriginal Community";"hamlet";-1
14986048;-1350547;3857;"Yilan Aboriginal Community";"hamlet";-1
14985275;-1352096;3857;"Ji-Marda Aboriginal Community";"hamlet";-1
14961590;-1352680;3857;"Nabbarla Kunindabba Aboriginal Community";"hamlet";-1
14981856;-1354268;3857;"Gupanga Aboriginal Community";"hamlet";-1
15007817;-1378383;3857;"Galawdjapin Aboriginal Community";"hamlet";-1
15011068;-1372542;3857;"Bundatharri Aboriginal Community";"hamlet";-1
14992866;-1376905;3857;"Gamardi Aboriginal Community";"hamlet";-1
15008126;-1376800;3857;"Gatji Aboriginal Community";"hamlet";-1
14990377;-1365126;3857;"Wurdeja Aboriginal Community";"hamlet";-1
15027267;-1379681;3857;"Ngangalala Aboriginal Community";"hamlet";-1
15019444;-1376960;3857;"Yathalamarra Aboriginal Community";"hamlet";-1
14989516;-1378812;3857;"Jarramagorndarra Aboriginal Community";"hamlet";-1
15025720;-1373215;3857;"Borogomarra Aboriginal Community";"hamlet";-1
15020140;-1350567;3857;"Bayagida Aboriginal Community";"hamlet";-1
14991768;-1359560;3857;"Ji-Malawa Aboriginal Community";"hamlet";-1
15016585;-1354459;3857;"Bodia Aboriginal Community";"hamlet";-1
15001755;-1352539;3857;"Gumuruguru Aboriginal Community";"hamlet";-1
15019237;-1357501;3857;"Milingimbi Aboriginal Community";"hamlet";-1
15002312;-1359971;3857;"Mewirnbi Aboriginal Community";"hamlet";-1
14736499;-1258163;3857;"Mariah Aboriginal Community";"hamlet";-1
14758069;-1243069;3857;"Timor Springs Aboriginal Community";"hamlet";-1
14758768;-1255611;3857;"Sandy Bay Aboriginal Community";"hamlet";-1
14512554;-1257583;3857;"Putjamirra Aboriginal Community";"hamlet";-1
14680573;-1254073;3857;"Araru Point Aboriginal Community";"hamlet";-1
14731881;-1246867;3857;"Gul Gul Aboriginal Community";"hamlet";-1
14758582;-1249201;3857;"Minjilang Aboriginal Community";"hamlet";-1
14762094;-1251844;3857;"Arrgamurrmur Aboriginal Community";"hamlet";-1
14751064;-1244060;3857;"Wanakutja Aboriginal Community";"hamlet";-1
14691424;-1259524;3857;"Adbanae Aboriginal Community";"hamlet";-1
14759677;-1252477;3857;"Walka Aboriginal Community";"hamlet";-1
14712507;-1251255;3857;"Gumeragi Aboriginal Community";"hamlet";-1
14752988;-1239757;3857;"Alamirra Aboriginal Community";"hamlet";-1
14747115;-1249328;3857;"Adjamarragu Aboriginal Community";"hamlet";-1
15181867;-2576675;3857;"Maperte Aboriginal Community";"hamlet";-1
15107808;-2623238;3857;"Ilperle Aboriginal Community";"hamlet";-1
15158185;-2605988;3857;"Orrtipa-Thurra Aboriginal Community";"hamlet";-1
15105547;-2724686;3857;"Uluperte Aboriginal Community";"hamlet";-1
15050274;-2626747;3857;"Mt Eaglebeak Aboriginal Community";"hamlet";-1
15043104;-2613430;3857;"Irrerlirre Aboriginal Community";"hamlet";-1
15065216;-2769924;3857;"Little Well Aboriginal Community";"hamlet";-1
15103019;-2606310;3857;"Penyeme Aboriginal Community";"hamlet";-1
15249852;-2577561;3857;"Warlpeyangkrere Aboriginal Community";"hamlet";-1
15161003;-2639267;3857;"Akarnenehe Well Aboriginal Community";"hamlet";-1
15345112;-2389991;3857;"Alpurrurulam Aboriginal Community";"hamlet";-1
15049470;-2514160;3857;"Welere Aboriginal Community";"hamlet";-1
15067535;-2379882;3857;"Kalpitapta Aboriginal Community";"hamlet";-1
15053188;-2470350;3857;"Ampilatwatja Aboriginal Community";"hamlet";-1
15093451;-2349608;3857;"Canteen Creek Aboriginal Community";"hamlet";-1
15105642;-2266590;3857;"Purrukuwurru Aboriginal Community";"hamlet";-1
15333427;-2570840;3857;"Urlampe Aboriginal Community";"hamlet";-1
15208257;-2271823;3857;"Wunara Aboriginal Community";"hamlet";-1
15183394;-2470040;3857;"Irrmarne Aboriginal Community";"hamlet";-1
15040519;-2509121;3857;"Irrultja Aboriginal Community";"hamlet";-1
15056229;-2327789;3857;"Wutungurra Aboriginal Community";"hamlet";-1
15051897;-2373532;3857;"Hatches Creek Aboriginal Community";"hamlet";-1
15211812;-2158730;3857;"Iluwurru Aboriginal Community";"hamlet";-1
15308383;-2096049;3857;"Murun Murula Aboriginal Community";"hamlet";-1
15242471;-2225556;3857;"Burudu Aboriginal Community";"hamlet";-1
15200456;-2142158;3857;"Connells Lagoon Aboriginal Community";"hamlet";-1
15047970;-2155662;3857;"Wogyala Aboriginal Community";"hamlet";-1
15123500;-2080533;3857;"Corella Creek Aboriginal Community";"hamlet";-1
15073275;-2204606;3857;"Ngurrara Aboriginal Community";"hamlet";-1
15072423;-2201115;3857;"Kurntapurra Aboriginal Community";"hamlet";-1
15143742;-2196704;3857;"Gulunguru Aboriginal Community";"hamlet";-1
15302748;-2083998;3857;"Wangalinji Aboriginal Community";"hamlet";-1
15337772;-2007406;3857;"Burrumburru Aboriginal Community";"hamlet";-1
15159946;-1949056;3857;"Kiana Aboriginal Community";"hamlet";-1
15037119;-1959516;3857;"Lija Mukumparla Aboriginal Community";"hamlet";-1
15274032;-1907892;3857;"Yangulinyina Aboriginal Community";"hamlet";-1
15314963;-1991432;3857;"Jilundarina Aboriginal Community";"hamlet";-1
15304246;-2029982;3857;"Gumuluji Aboriginal Community";"hamlet";-1
15330078;-2011217;3857;"Bajaminyi Aboriginal Community";"hamlet";-1
15358688;-2035205;3857;"Nudjabarra Aboriginal Community";"hamlet";-1
15360847;-1946249;3857;"Wollogorang Aboriginal Community";"hamlet";-1
15140008;-1829658;3857;"Ijarra Aboriginal Community";"hamlet";-1
15133842;-1828766;3857;"Cow Lagoon Aboriginal Community";"hamlet";-1
15100212;-1883021;3857;"Garrinjinny Aboriginal Community";"hamlet";-1
15080544;-1829667;3857;"Bauhinia Downs Aboriginal Community";"hamlet";-1
15173374;-1810612;3857;"Mara Aboriginal Community";"hamlet";-1
15144310;-1824564;3857;"Tjoungouri Aboriginal Community";"hamlet";-1
15160532;-1815448;3857;"Munyalini Aboriginal Community";"hamlet";-1
