"x","y","srid","name","place","population"
1129269,7563716,3857,"Tulstrup","village",-1
1064799,7602986,3857,"Nisset","village",-1
1143208,7562445,3857,"Norsminde","village",-1
1122863,7558260,3857,"Kanne","village",-1
1135260,7553608,3857,"Rørth","village",-1
1136786,7550173,3857,"Bjerager","village",-1
1138444,7546924,3857,"Gammel Boulstrup","village",-1
1129609,7618035,3857,"Spørring","village",-1
1119879,7565919,3857,"Fastrup","village",-1
1130921,7558430,3857,"Tvenstrup","village",-1
1131088,7560629,3857,"Svorbæk","village",-1
1137826,7556741,3857,"Rude","village",-1
1134535,7544352,3857,"Gosmer","village",-1
1133550,7544954,3857,"Smederup","village",-1
1134116,7547364,3857,"Over Randlev","village",-1
1134113,7549656,3857,"Neder Randlev","village",-1
1137368,7544412,3857,"Halling","village",-1
1139658,7544530,3857,"Spøttrup","village",-1
1139530,7545862,3857,"Hølken","village",-1
907530,7679697,3857,"Vrist","village",-1
1159457,7332697,3857,"Dunkær","village",-1
1341152,7550257,3857,"Brederød","village",-1
1343585,7553387,3857,"Auderød","village",-1
1355698,7549495,3857,"Lykkesholm","village",-1
1336870,7556135,3857,"Vinderød Enghave","village",-1
1047282,7472011,3857,"Vester Nebel","village",-1
1060668,7525985,3857,"Ølholm","village",-1
982333,7411002,3857,"Roager","village",-1
1041676,7431040,3857,"Stepping","village",-1
1042176,7448799,3857,"Hjarup","village",-1
1033645,7740651,3857,"Vilsted","village",-1
1041922,7726457,3857,"Vester Hornum","village",-1
1046292,7490309,3857,"Ødsted","village",-1
1069140,7487216,3857,"Skærup","village",-1
1011124,7644231,3857,"Sjørup","village",-1
1018053,7617282,3857,"Kølvrå","village",-1
996102,7708299,3857,"Durup","village",-1
1003849,7693012,3857,"Jebjerg","village",-1
1009898,7696352,3857,"Breum","village",-1
1000086,7699873,3857,"Roslev","village",-1
997587,7719059,3857,"Sæbygård Feriecenter","village",-1
998748,7718325,3857,"Fursundparken","village",-1
1007185,7715396,3857,"Selde","village",-1
1006213,7728592,3857,"Ulsted","village",-1
1012494,7716644,3857,"Eskov","village",-1
1008320,7725633,3857,"Færker Vig","village",-1
1025971,7717486,3857,"Strandby","village",-1
1023492,7721598,3857,"Ertebølle","village",-1
1026401,7729114,3857,"Trend","village",-1
1021335,7737954,3857,"Rønbjerg","village",-1
1025229,7747285,3857,"Lendrup","village",-1
1027311,7739084,3857,"Ranum","village",-1
1042022,7749975,3857,"Skarp Salling","village",-1
1033795,7760952,3857,"Aggersund","village",-1
1041224,7752904,3857,"Brøndum","village",-1
1074551,7722038,3857,"Sønderup","village",-1
1014373,7560133,3857,"Fasterholt","village",-1
1056485,7544884,3857,"Klovborg","village",-1
1001164,7561418,3857,"Arnborg","village",-1
1081530,7551707,3857,"Vestbirk","village",-1
1085480,7551907,3857,"Østbirk","village",-1
1048607,7530622,3857,"Vonge","village",-1
1075914,7529335,3857,"Hornborg","village",-1
1075656,7532878,3857,"Flemming","village",-1
1074684,7537044,3857,"Hvirring","village",-1
1038685,7541172,3857,"Vesterlund","village",-1
1053301,7519205,3857,"Sandvad","village",-1
1040701,7522091,3857,"Givskud","village",-1
1054507,7521005,3857,"Ildved","village",-1
1013518,7495469,3857,"Skjoldbjerg","village",-1
1092217,7753376,3857,"Godthåb","village",-1
1124473,7753338,3857,"Gudumholm","village",-1
1124471,7757737,3857,"Sejlflod","village",-1
1105408,7758645,3857,"Visse","village",-1
1064914,7752378,3857,"Sebbersund","village",-1
1033968,7704396,3857,"Ullits","village",-1
1035856,7711704,3857,"Fandrup","village",-1
1039121,7696838,3857,"Gedsted","village",-1
1042382,7701711,3857,"Vesterbølle","village",-1
1051872,7700231,3857,"Østerbølle","village",-1
1054356,7708763,3857,"Østrup","village",-1
968718,7578355,3857,"Vorgod-Barde","village",-1
968753,7575377,3857,"Vorgod-Barde","village",-1
957477,7559829,3857,"Astrup","village",-1
1063801,7451889,3857,"Agtrup","village",-1
1141574,7477763,3857,"Nørreby","village",-1
1064955,7481905,3857,"Smidstrup","village",-1
1120014,7659141,3857,"Lem","village",-1
1136842,7663174,3857,"Mellerup","village",-1
1132323,7667594,3857,"Tvede","village",-1
1124304,7657115,3857,"Gimming","village",-1
1114377,7662857,3857,"Bjergby","village",-1
1117004,7665754,3857,"Spentrup","village",-1
1118858,7665085,3857,"Jennum","village",-1
1122603,7661798,3857,"Mejlby","village",-1
1112981,7673780,3857,"Gassum","village",-1
1113564,7669518,3857,"Hvidsten","village",-1
1107257,7645341,3857,"Stevnstrup","village",-1
1101715,7636818,3857,"Langå","village",-1
1103823,7630092,3857,"Laurbjerg","village",-1
1051039,7642826,3857,"Bruunshåb","village",-1
1041122,7640647,3857,"Hald Ege","village",-1
1043873,7638660,3857,"Birgittelyst","village",-1
1094549,7649115,3857,"Ålum","village",-1
1084760,7651260,3857,"Tindbæk","village",-1
1081903,7648950,3857,"Løvskal","village",-1
1063917,7646808,3857,"Vejrum","village",-1
1056858,7642179,3857,"Vinkel","village",-1
1092272,7588454,3857,"Låsby","village",-1
1127824,7658729,3857,"Harridslev","village",-1
1132524,7659618,3857,"Støvring","village",-1
1130891,7655443,3857,"Albæk","village",-1
1132247,7667577,3857,"Tvede","village",-1
1134139,7674944,3857,"Øster Tørslev","village",-1
1138983,7680495,3857,"Råby","village",-1
1130243,7543780,3857,"Ørting","village",-1
1137384,7546723,3857,"Boulstrup","village",-1
1134053,7539400,3857,"Fensten","village",-1
1137397,7615039,3857,"Hårup","village",-1
988743,7681994,3857,"Balling","village",-1
1067686,7442808,3857,"Grønninghoved Strand","village",-1
1067750,7444275,3857,"Binderup Strand","village",-1
1132397,7581105,3857,"Holme","village",-1
1244155,7458354,3857,"Mulllerup","village",-1
1036254,7499703,3857,"Ny Nørup","village",-1
1044507,7332680,3857,"Smedeby","village",-1
1061707,7493912,3857,"Løget By","village",-1
1107779,7661212,3857,"Råsted","village",-1
916026,7469580,3857,"Ho","village",-1
1057813,7600855,3857,"Skægkær","village",-1
947492,7757297,3857,"Vang","village",-1
1127930,7540335,3857,"Falling","village",-1
1126436,7538680,3857,"Ålstrup","village",-1
1132236,7546893,3857,"Drammelsbæk","village",-1
1181913,7481129,3857,"Korshavn","village",-1
1181534,7462293,3857,"Midskov","village",-1
1181832,7605273,3857,"Lyngsbæk","village",-1
1181204,7604329,3857,"Lyngsbæk Strand","village",-1
1180203,7604310,3857,"Femmøller Strand","village",-1
1318970,7436937,3857,"Sneslev","village",-1
1317028,7436620,3857,"Hjelmsømagle","village",-1
1319568,7429093,3857,"Aversi","village",-1
1323276,7441643,3857,"Nordrup","village",-1
1323423,7438104,3857,"Farendløse","village",-1
1325174,7434418,3857,"Kagstrup","village",-1
1328616,7437196,3857,"Ørslev","village",-1
1332500,7434994,3857,"Terslev","village",-1
1311655,7442218,3857,"Høm","village",-1
1309806,7443803,3857,"Skellerød","village",-1
1326386,7429064,3857,"Levetofte","village",-1
1315908,7434438,3857,"Almstofte","village",-1
1325279,7431024,3857,"Førslev","village",-1
1313169,7437560,3857,"Sørup","village",-1
1311662,7431343,3857,"Hjelmsølille Bakker","village",-1
1313839,7433331,3857,"Hjelmsølille","village",-1
1326537,7431840,3857,"Simmendrup","village",-1
1314773,7429982,3857,"Tybjerg","village",-1
1309529,7437657,3857,"Vetterslev","village",-1
1315604,7441306,3857,"Havbyrd","village",-1
1317668,7441605,3857,"Mulstrup","village",-1
1320840,7423758,3857,"Enghave Huse","village",-1
1322268,7422541,3857,"Svalebæk","village",-1
1315453,7425652,3857,"Tybjerglille","village",-1
1321838,7420315,3857,"Skuderløse","village",-1
1322901,7425909,3857,"Teestrup","village",-1
1311796,7422224,3857,"Spragelse","village",-1
1308347,7422972,3857,"Herlufmagle","village",-1
1314086,7426606,3857,"Tybjerglille Bakker","village",-1
1314494,7424065,3857,"Spragelseslille","village",-1
1326151,7421197,3857,"Bråby Stationsby","village",-1
972501,7432378,3857,"Farup Kirkeby","village",-1
1183889,7627872,3857,"Nødager","village",-1
1180867,7366166,3857,"Brejninge","village",-1
1182859,7367064,3857,"Gl. Nyby","village",-1
969651,7622550,3857,"Tvis","village",-1
984020,7678067,3857,"Ramsing","village",-1
972043,7678824,3857,"Lihme","village",-1
980693,7687789,3857,"Rødding","village",-1
1015791,7781300,3857,"Vester Thorup","village",-1
1016671,7787265,3857,"Thorup Strand","village",-1
1020310,7779841,3857,"Klim","village",-1
1002592,7675061,3857,"Vinde","village",-1
1003758,7669592,3857,"Egeris","village",-1
1005304,7676916,3857,"Resen","village",-1
1014313,7668841,3857,"Højslev Stationsby","village",-1
1005404,7668881,3857,"Brårup","village",-1
1081591,7700274,3857,"Rørbæk","village",-1
959553,7567464,3857,"Fiskbæk","village",-1
1196688,7347048,3857,"Ny Skrøbelev","village",-1
1135229,7871536,3857,"Bindslev","village",-1
994683,7625341,3857,"Over Feldborg","village",-1
1137245,7652384,3857,"Uggelhuse","village",-1
1200164,7343391,3857,"Sdr Longelse","village",-1
1194376,7335258,3857,"Lindelse","village",-1
1138790,7386290,3857,"Svanninge","village",-1
990052,7526500,3857,"Sønder Omme","village",-1
1376518,7579259,3857,"Munkerup","village",-1
1361419,7429863,3857,"Hårlev","village",-1
1079980,7486566,3857,"Gårslev","village",-1
1084383,7485671,3857,"Høll","village",-1
1114404,7728593,3857,"Store Brøndum","village",-1
1348877,7438797,3857,"Tureby","village",-1
1147596,7447551,3857,"Næsbyhoved Broby","village",-1
1108365,7723350,3857,"Hellum","village",-1
1110522,7723819,3857,"Torup","village",-1
1106132,7724501,3857,"Asp","village",-1
1107913,7728875,3857,"Sejlstrup","village",-1
1111131,7733384,3857,"Askildrup","village",-1
1105733,7731457,3857,"Fræer","village",-1
1114569,7735582,3857,"Blenstrup","village",-1
1292224,7514549,3857,"Gundestrup","village",-1
1292590,7516128,3857,"Plejeruphuse","village",-1
1102348,7741098,3857,"Voldsted","village",-1
1114474,7748172,3857,"Gunderup","village",-1
1112001,7750054,3857,"Oppelstrup","village",-1
1098564,7745896,3857,"Ellidshøj","village",-1
1101900,7745696,3857,"Mjels","village",-1
1115340,7744810,3857,"Fjellerad","village",-1
1108305,7738515,3857,"Gerding","village",-1
1117649,7751801,3857,"Torderup","village",-1
1114039,7741964,3857,"Håls","village",-1
1116710,7754153,3857,"Skovstrup","village",-1
1120501,7749806,3857,"Gudum","village",-1
1125089,7747870,3857,"Gudumlund","village",-1
1119400,7747393,3857,"Vaarst","village",-1
1108820,7742279,3857,"Flamsted","village",-1
1176394,7640294,3857,"Nimtofte","village",-1
1100731,7732745,3857,"Gammel Skørping","village",-1
1111902,7739139,3857,"Horsens","village",-1
1104103,7735652,3857,"Skindbjerg","village",-1
1088237,7710241,3857,"Nysum","village",-1
1085971,7710315,3857,"Ravnkilde","village",-1
1092731,7713933,3857,"Rold","village",-1
1107032,7714384,3857,"Møldrup","village",-1
1111152,7712680,3857,"Astrup","village",-1
1085084,7723362,3857,"Aarestrup","village",-1
1090662,7726236,3857,"Oplev","village",-1
1093208,7728676,3857,"Gravlev","village",-1
1080633,7715811,3857,"Ladelund","village",-1
1136432,7755933,3857,"Skellet","village",-1
1137941,7753618,3857,"Mou","village",-1
1143228,7752619,3857,"Egense","village",-1
1120812,7732866,3857,"Skibsted","village",-1
1117621,7728215,3857,"Lyngby","village",-1
1126365,7725646,3857,"Bælum","village",-1
1128571,7731809,3857,"Smidie","village",-1
1127190,7740907,3857,"Nørre Kongerslev","village",-1
1116879,7735144,3857,"Dollerup","village",-1
1130340,7803103,3857,"Klokkerholm","village",-1
955468,7645458,3857,"Vejrumstad","village",-1
947613,7645008,3857,"Asp","village",-1
955500,7648360,3857,"Vejrum Kirkeby","village",-1
951600,7653050,3857,"Ølby","village",-1
948750,7651660,3857,"Fausing","village",-1
946250,7651485,3857,"Fousing Kirkeby","village",-1
950444,7667444,3857,"Toftum Bjerge","village",-1
950429,7661966,3857,"Resenstad","village",-1
1165353,7363241,3857,"Skarø By","village",-1
1116133,7865881,3857,"Bjergby","village",-1
1150979,7635199,3857,"Bøjen","village",-1
964513,7473750,3857,"Årre","village",-1
1134144,7835213,3857,"Sæsing","village",-1
1147428,7829343,3857,"Thorshøj","village",-1
1112254,7568871,3857,"Gram","village",-1
1139344,7818371,3857,"Brønden","village",-1
1122403,7739387,3857,"Komdrup","village",-1
1120287,7709852,3857,"Glerup","village",-1
1116592,7714531,3857,"Tisted","village",-1
1129603,7706738,3857,"Visborg","village",-1
1134275,7711531,3857,"Skelund","village",-1
1108532,7754692,3857,"Nøvling","village",-1
1150170,7849707,3857,"Skærum","village",-1
1164439,7835636,3857,"Understed","village",-1
1114551,7723534,3857,"Siem","village",-1
946792,7745222,3857,"Hundborg","village",-1
1064043,7507804,3857,"Hornstrup","village",-1
962558,7448675,3857,"Lille Darum","village",-1
1244879,7433760,3857,"Frølunde","village",-1
1257434,7456642,3857,"Løve","village",-1
1259515,7449401,3857,"Havrebjerg","village",-1
1241534,7316544,3857,"Tillitse","village",-1
1080614,7721007,3857,"Torsted","village",-1
1103159,7712622,3857,"Lille Arden","village",-1
1100133,7711375,3857,"Store Arden","village",-1
1118862,7755786,3857,"Lillevorde","village",-1
1320022,7477709,3857,"Kirke Hvalsø","village",-1
1304041,7468235,3857,"Store Merløse","village",-1
1310064,7474051,3857,"Kirke Eskilstrup","village",-1
1117100,7760528,3857,"Romdrup","village",-1
1114087,7753894,3857,"Lundby","village",-1
1005975,7362329,3857,"Øster Højst","village",-1
1012352,7341849,3857,"Rens","village",-1
1244263,7480624,3857,"Svallerup","village",-1
1251722,7476344,3857,"Store Fuglede","village",-1
1258525,7468717,3857,"Sæby","village",-1
1252965,7467431,3857,"Ulstrup","village",-1
1247470,7462455,3857,"Kirke Helsinge","village",-1
1121943,7730942,3857,"Svanfolk","village",-1
974486,7639707,3857,"Borbjerg","village",-1
1251837,7447107,3857,"Kirke Stillinge","village",-1
1018831,7443943,3857,"Skodborg","village",-1
1069262,7434447,3857,"Hejlsminde","village",-1
1138017,7789137,3857,"Try","village",-1
1139557,7789215,3857,"Bolle","village",-1
1080571,7731813,3857,"Hjedsbæk","village",-1
1078346,7735660,3857,"Hjeds","village",-1
1152109,7809357,3857,"Voer","village",-1
1130639,7752396,3857,"Kærsholm","village",-1
1024298,7699325,3857,"Hvalpsund","village",-1
1034517,7416206,3857,"Jegerup","village",-1
1084348,7487316,3857,"Hvidbjerg","village",-1
1084232,7489043,3857,"Mørkholt","village",-1
1049214,7756133,3857,"Kølby","village",-1
1053500,7756782,3857,"Farstrup","village",-1
942379,7662388,3857,"Gudum","village",-1
1139768,7628966,3857,"Søby","village",-1
1124629,7714228,3857,"Korup","village",-1
1128451,7721135,3857,"Solbjerg","village",-1
1095436,7701013,3857,"Øster Doense","village",-1
1164667,7896178,3857,"Hulsig","village",-1
1051985,7500622,3857,"Skibet","village",-1
1263600,7503896,3857,"Føllenslev","village",-1
1102049,7678423,3857,"Vester Tørslev","village",-1
995322,7626827,3857,"Feldborg","village",-1
1069648,7691072,3857,"Hvilsom","village",-1
1083917,7760696,3857,"Sønderholm","village",-1
1170619,7612782,3857,"Egens","village",-1
1031039,7731795,3857,"Overlade","village",-1
1021457,7740507,3857,"Ranum","village",-1
1027537,7729505,3857,"Borregård","village",-1
1096054,7668209,3857,"Fårup","village",-1
915084,7672110,3857,"Klinkby","village",-1
1084811,7482116,3857,"Egeskov","village",-1
1086120,7482732,3857,"Bøgeskov","village",-1
1089126,7483556,3857,"Trelde-Østerby","village",-1
1049187,7727767,3857,"Hornum","village",-1
1333939,7479576,3857,"Åvang","village",-1
1332169,7478960,3857,"Allerslev","village",-1
1337278,7478570,3857,"Øm","village",-1
1334465,7474929,3857,"Rorup","village",-1
1058107,7750114,3857,"Store Ajstrup","village",-1
1055821,7777897,3857,"Skovsgård","village",-1
1179537,7517718,3857,"Ørby","village",-1
1132840,7771637,3857,"Gandrup","village",-1
1122700,7776949,3857,"Stae","village",-1
1041376,7561933,3857,"Hampen","village",-1
1133334,7762932,3857,"Gåser","village",-1
1116132,7779646,3857,"Rærup","village",-1
1038957,7615842,3857,"Thorning","village",-1
1079708,7683542,3857,"Brøndum","village",-1
1110619,7697783,3857,"Oue","village",-1
1105624,7705322,3857,"Rostrup","village",-1
986877,7744806,3857,"Sejerslev","village",-1
976461,7423933,3857,"Damhus","village",-1
972964,7439515,3857,"Gredstedbro","village",-1
979374,7444054,3857,"Jernvedlund","village",-1
970857,7446903,3857,"Hunderup","village",-1
973177,7423122,3857,"Øster Vedsted","village",-1
1128118,7676457,3857,"Gjerlev","village",-1
1063909,7698373,3857,"Simested","village",-1
1085292,7674357,3857,"Sønder Onsild Stationsby","village",-1
1076934,7693658,3857,"Stenild","village",-1
1057736,7703182,3857,"Testrup","village",-1
1048381,7710424,3857,"Vognsild","village",-1
1052069,7713546,3857,"Morum","village",-1
1036612,7564927,3857,"Gludsted","village",-1
1058102,7658568,3857,"Rødding","village",-1
978733,7752721,3857,"Sennels","village",-1
1187314,7391926,3857,"Gudbjerg","village",-1
1139515,7691139,3857,"Udbyneder","village",-1
1135259,7689499,3857,"Havndal","village",-1
1146617,7681482,3857,"Udbyhøj Vasehuse","village",-1
1188683,7646924,3857,"Ørum","village",-1
1183336,7645671,3857,"Ramten Sø","village",-1
1180082,7661078,3857,"Fjellerup","village",-1
1203787,7664539,3857,"Gjerrild Nordstrand","village",-1
1185063,7593544,3857,"Ahl Strand","village",-1
1148132,7414823,3857,"Vejle","village",-1
1129455,7725055,3857,"Lille Brøndum","village",-1
1129805,7719437,3857,"Solbjerg Stationsby","village",-1
1172843,7417747,3857,"Søllinge","village",-1
1181257,7416500,3857,"Måre","village",-1
1175817,7407827,3857,"Fjellerup","village",-1
917788,7715453,3857,"Agger","village",-1
1352085,7568565,3857,"Ørby","village",-1
1070544,7681335,3857,"Fristrup","village",-1
1049333,7695858,3857,"Klotrup","village",-1
957110,7484263,3857,"Næsbjerg","village",-1
1074641,7688343,3857,"Snæbum","village",-1
1076514,7689132,3857,"Hannerup","village",-1
1157486,7407099,3857,"Vantinge","village",-1
1159971,7393943,3857,"Krarup","village",-1
1161142,7381695,3857,"Hundstrup","village",-1
1194019,7399699,3857,"Langå","village",-1
1154238,7410356,3857,"Heden","village",-1
1321438,7374998,3857,"Klarskov","village",-1
1144708,7647587,3857,"Fausing","village",-1
970857,7653111,3857,"Handbjerg","village",-1
936646,7536794,3857,"Vostrup","village",-1
1151273,7377535,3857,"Åstrup","village",-1
1124845,7624602,3857,"Hadbjerg","village",-1
1171779,7372285,3857,"Egense","village",-1
1180773,7355801,3857,"Bjerreby","village",-1
1181078,7360503,3857,"Lundby","village",-1
1176417,7355837,3857,"Søby","village",-1
1053764,7682985,3857,"Vester Tostrup","village",-1
1109027,7792460,3857,"Sulsted","village",-1
1095243,7835154,3857,"Børglum","village",-1
1085034,7845001,3857,"Nørre Lyngby","village",-1
1099124,7838094,3857,"Vejby","village",-1
1088422,7829691,3857,"Vrensted","village",-1
1328267,7557727,3857,"Hald","village",-1
1325399,7556420,3857,"Nødebohuse","village",-1
1351324,7498387,3857,"Store Valby","village",-1
1076486,7700964,3857,"","village",-1
1067672,7709281,3857,"Kongens Tisted","village",-1
1058944,7691400,3857,"Hvam","village",-1
1092142,7454912,3857,"Kauslunde","village",-1
1179730,7404159,3857,"Gislev","village",-1
1119446,7426371,3857,"Ørsted","village",-1
1112251,7420396,3857,"Turup","village",-1
1185514,7640463,3857,"Tøstrup","village",-1
1192563,7408992,3857,"Frørup","village",-1
1069258,7772198,3857,"Hammershøj","village",-1
993275,7348809,3857,"Rørkær","village",-1
1011494,7571333,3857,"Kølkær","village",-1
1132472,7462284,3857,"Særslev","village",-1
1134323,7437691,3857,"Skallebølle","village",-1
926093,7711986,3857,"Vestervig","village",-1
921723,7713513,3857,"Krik","village",-1
1147586,7465867,3857,"Uggerslev","village",-1
1139283,7411307,3857,"Nørre Broby","village",-1
1132483,7714343,3857,"Veddum","village",-1
1163568,7401356,3857,"Herringe","village",-1
1172122,7423124,3857,"Tarup","village",-1
1182468,7423354,3857,"Ellinge","village",-1
1200447,7388895,3857,"Lundeborg","village",-1
1329859,7555224,3857,"Økosamfundet Dyssekilde","village",-1
1329316,7555551,3857,"Torup","village",-1
1124907,7382030,3857,"Bøjden","village",-1
1129979,7390773,3857,"Faldsled","village",-1
932909,7750088,3857,"Nørre Vorupør","village",-1
1326220,7553561,3857,"Tømmerup","village",-1
1076062,7477886,3857,"Bredstrup","village",-1
1406547,7478728,3857,"Store Magleby","village",-1
1114541,7595906,3857,"Borum","village",-1
1086557,7675845,3857,"Sønder Onsild","village",-1
1004869,7521253,3857,"Filskov","village",-1
1094430,7367267,3857,"Svenstrup","village",-1
1371806,7429892,3857,"Klippinge","village",-1
1394885,7549312,3857,"Sletten","village",-1
1052085,7330693,3857,"Kollund","village",-1
1041920,7330374,3857,"Padborg","village",-1
1069338,7344044,3857,"Egernsund","village",-1
1076421,7340525,3857,"Broager","village",-1
1082030,7345327,3857,"Dybbøl","village",-1
1041242,7326932,3857,"Frøslev","village",-1
952474,7461325,3857,"Skads","village",-1
950205,7459308,3857,"Andrup","village",-1
979452,7454436,3857,"Gørding","village",-1
1289231,7529253,3857,"Vig","village",-1
1291149,7541010,3857,"Højby","village",-1
1282020,7546790,3857,"Lumsås","village",-1
1265452,7552248,3857,"Havnebyen","village",-1
1362173,7509479,3857,"Veksø","village",-1
1351566,7520467,3857,"Skenkelsø","village",-1
1329136,7499950,3857,"Sæby","village",-1
1402405,7510749,3857,"Skovshoved","village",-1
1333070,7457811,3857,"Borup","village",-1
1344799,7456832,3857,"Ejby","village",-1
1338991,7451512,3857,"Bjæverskov","village",-1
1346246,7473086,3857,"Gadstrup","village",-1
1399626,7512691,3857,"Klampenborg","village",-1
1401838,7515364,3857,"Taarbæk","village",-1
1148601,7427553,3857,"Bellinge","village",-1
1276295,7503173,3857,"Svinninge","village",-1
1379534,7422352,3857,"Store Heddinge","village",-1
1386905,7575938,3857,"Hornbæk","village",-1
1127201,7404746,3857,"Hårby","village",-1
1355213,7404545,3857,"Fakse Ladeplads","village",-1
1148442,7422986,3857,"Fangel","village",-1
1321674,7485810,3857,"Kirke Såby","village",-1
1395109,7501136,3857,"Bispebjerg","village",-1
1365385,7500403,3857,"Nybølle","village",-1
1271571,7334639,3857,"Blans","village",-1
1238938,7428875,3857,"Halsskov","village",-1
1394504,7511496,3857,"Jægersborg","village",-1
1365693,7526142,3857,"Uggeløse","village",-1
1309652,7547754,3857,"Rørvig","village",-1
1292724,7535671,3857,"Nørre Asmindrup","village",-1
1291042,7519752,3857,"Herrestrup","village",-1
1398764,7529424,3857,"Vedbæk","village",-1
1378842,7577255,3857,"Dronningmølle","village",-1
1265175,7330980,3857,"Stokkemarke","village",-1
1233953,7337811,3857,"Sandby","village",-1
1226698,7325746,3857,"Langø","village",-1
1192187,7664510,3857,"Bønnerup","village",-1
1288671,7321084,3857,"Våbensted","village",-1
1254612,7324580,3857,"Søllested","village",-1
1241768,7346752,3857,"Vindeby","village",-1
1278485,7329785,3857,"Bandholm","village",-1
972864,7446844,3857,"Sejstrup","village",-1
1249068,7344571,3857,"Horslunde","village",-1
1308622,7420119,3857,"Gelsted","village",-1
1266167,7467475,3857,"Ruds Vedby","village",-1
1285341,7505788,3857,"Gislinge","village",-1
1276519,7515781,3857,"Fårevejle Stationsby","village",-1
1273367,7518951,3857,"Fårevejle Kirkeby","village",-1
1071382,7349688,3857,"Adsbøl","village",-1
1272262,7323999,3857,"Nørreballe","village",-1
1307416,7337012,3857,"Guldborg","village",-1
1312764,7314252,3857,"Toreby","village",-1
1358649,7422553,3857,"Karise","village",-1
1064019,7341130,3857,"Rinkenæs","village",-1
1342624,7421991,3857,"Dalby","village",-1
1351677,7443062,3857,"Herfølge","village",-1
1205420,7348161,3857,"Spodsbjerg","village",-1
1163815,7376071,3857,"Vester Skerninge","village",-1
1320595,7547402,3857,"Lynæs","village",-1
1075761,7355502,3857,"Ullerup","village",-1
1073860,7353883,3857,"Avnbøl","village",-1
1100525,7564107,3857,"Vrold","village",-1
1243936,7338397,3857,"Løjtofte","village",-1
1133330,7430327,3857,"Tommerup Stationsby","village",-1
1141491,7406660,3857,"Brobyværk","village",-1
1351358,7461477,3857,"Lille Skensved","village",-1
1356176,7466493,3857,"Solrød","village",-1
1087099,7529447,3857,"Hatting","village",-1
1079251,7518783,3857,"Løsning","village",-1
1107954,7355091,3857,"Asserballe","village",-1
1111114,7359507,3857,"Fynshav","village",-1
1298658,7307312,3857,"Store Musse","village",-1
1077590,7346876,3857,"Nybøl","village",-1
1301572,7297494,3857,"Stubberup","village",-1
1327981,7280196,3857,"Gedser","village",-1
1328657,7284816,3857,"Gedesby","village",-1
968879,7439483,3857,"Vilslev","village",-1
1342903,7452410,3857,"Vemmedrup","village",-1
1268126,7313158,3857,"Østre Skørringe","village",-1
1263881,7314268,3857,"Vejlebyskov","village",-1
1085480,7746957,3857,"Øster Hornum","village",-1
1381095,7510454,3857,"Hareskovby","village",-1
1158339,7790629,3857,"Aså","village",-1
1145011,7811242,3857,"Flauenskjold","village",-1
1156392,7807999,3857,"Præstbro","village",-1
1153449,7816637,3857,"Dybvad","village",-1
1309768,7317397,3857,"Grænge","village",-1
1260647,7329358,3857,"Abed","village",-1
1254591,7331210,3857,"Hellinge","village",-1
1305701,7302705,3857,"Kettinge","village",-1
1318465,7312925,3857,"Naglesti","village",-1
1317851,7314827,3857,"Øster Toreby","village",-1
1348799,7468092,3857,"Havdrup","village",-1
1349970,7473248,3857,"Snoldelev","village",-1
1177259,7358019,3857,"Gesinge","village",-1
1178159,7363222,3857,"Strammelse","village",-1
1179538,7361675,3857,"Landet","village",-1
1180854,7354025,3857,"Stjoul","village",-1
1281269,7308958,3857,"Krænge","village",-1
1278765,7310714,3857,"Bursø","village",-1
1358634,7577730,3857,"Udsholt","village",-1
1294014,7501299,3857,"Tuse","village",-1
1316645,7489259,3857,"Kirke Sonnerup","village",-1
1187291,7357424,3857,"Vemmenæs","village",-1
1188409,7360318,3857,"Ny Vemmenæs","village",-1
993383,7591196,3857,"Tjørring","village",-1
1063028,7576791,3857,"Them","village",-1
1052015,7566490,3857,"Vrads","village",-1
1086139,7538551,3857,"Vinten","village",-1
1078255,7543866,3857,"Nim","village",-1
1073497,7562679,3857,"Sønder Vissing","village",-1
1117775,7607762,3857,"Norring","village",-1
1116191,7608301,3857,"Foldby","village",-1
1235987,7321434,3857,"Vestenskov","village",-1
1228354,7318234,3857,"Kappel","village",-1
1233451,7317841,3857,"Næsby","village",-1
1245223,7315261,3857,"Dannemare","village",-1
1249979,7332665,3857,"Halsted","village",-1
1248335,7328749,3857,"Avnede","village",-1
1056330,7472127,3857,"Almind","village",-1
1056572,7476494,3857,"Viuf","village",-1
1362209,7443431,3857,"Strøby Egede","village",-1
1079942,7352098,3857,"Vester Sottrup","village",-1
1378328,7411697,3857,"Rødvig","village",-1
1127987,7620680,3857,"Ødum","village",-1
903344,7582141,3857,"Søndervig","village",-1
1046494,7349852,3857,"Kliplev","village",-1
1136700,7611729,3857,"Todbjerg","village",-1
1274694,7299581,3857,"Tågerup","village",-1
1279671,7297515,3857,"Errindlev","village",-1
1049779,7478373,3857,"Gravens","village",-1
1351153,7484156,3857,"Vindinge","village",-1
1050838,7493433,3857,"Jerlev","village",-1
1071936,7492121,3857,"Andkær","village",-1
1356724,7491414,3857,"Fløng","village",-1
1073846,7517896,3857,"Øster Snede","village",-1
974424,7500063,3857,"Ansager","village",-1
1024747,7431101,3857,"Jels","village",-1
1089871,7499552,3857,"Stouby","village",-1
1286594,7450261,3857,"Pedersborg","village",-1
1278767,7461527,3857,"Tersløse","village",-1
